热销排名,商品信息,所属店铺,支付子订单数,交易增长幅度,支付转化率指数,店铺链接,日期：20170802,日期：20170803,日期：20170804,日期：20170805,日期：20170806,日期：20170807,日期：20170808
1,短裤女夏2017新款漂亮大码高腰韩版宽松百搭胖mm白色热裤潮牛仔裤 价格：298,欣嘉霓旗舰店,2891,-0.0532,232,//xinjiani.tmall.com,9,5,9,16,2,4,1
2,韩版直筒宽松大码破洞牛仔裤女长裤韩国小脚九分哈伦裤学生春夏款 价格：128,深一渡旗舰店,2492,11.2335,155,//shenyidufs.tmall.com,,,2,7,8,287,2
3,短裤女夏2017新款气质高腰韩版宽松显瘦学生热裤潮破洞白色牛仔裤 价格：198,娜诗恋旗舰店,1978,-0.1459,214,//nashilian.tmall.com,4,2,1,3,3,6,3
4,天天特价春夏季休闲哈伦裤bf宽松高腰九分破洞牛仔裤女显瘦乞丐裤 价格：699,韩轩儿服饰0,1800,0,187,//shop107259984.taobao.com,,,,,,,4
5,damostudio早秋新款 做旧水洗毛边直筒九分裤 高腰全棉牛仔裤女 价格：158,DAMOSTUDIO,1758,0,368,//damostudio.taobao.com,,,,,,,5
6,限预特】高端自制你们要求的418回馈价我答应啦神裤阔腿牛仔2色 价格：558,美女的大衣柜 echo2434,1644,0,323,//echo2434.taobao.com,,,,,,,6
7,牛仔裤女春夏季2017新款薄款高腰显瘦八分阔腿裤毛边九分微喇叭裤 价格：138,蒙奴莎旗舰店,1322,0.2887,131,//mengnusha.tmall.com,50,49,29,22,17,18,7
8,牛仔短裤女夏2017新款韩版百搭高腰松紧腰宽松大码胖mm阔腿五分裤 价格：299,贝莎莱旗舰店,1251,-0.0765,186,//beishalai.tmall.com,,,,,4,10,8
9,2017新款高腰牛仔大码胖mm学生显瘦韩版百搭宽松阔腿超短裤女夏季 价格：45,雅羊人旗舰店,1174,-0.1381,208,//yayangren.tmall.com,7,6,6,6,5,9,9
10,高腰牛仔短裤女夏季学生白色破洞毛边韩版宽松超短裤百搭阔腿热裤 价格：129,个性宣言旗舰店,1089,85.7227,161,//selfhoodenounce.tmall.com,,,,,,,10
11,牛仔短裤女2017夏新款韩版高腰显瘦a字裤子宽松阔腿热裤松紧裤裙 价格：298,皇袍旗舰店,1075,-0.1409,184,//huangpao.tmall.com,11,7,7,8,7,11,11
12,牛仔超短裤女夏2017新款高腰流行韩版百搭显瘦便宜破洞白色热裤子 价格：298,安玖服饰专营店,1069,0.0043,194,//anjiufs.tmall.com,33,41,10,9,9,16,12
13,2017春夏季新款韩版浅色破洞牛仔裤女宽松显瘦九分裤简约哈伦裤子 价格：128,兰宝梵旗舰店,971,0,308,//lanbaofan.tmall.com,,,,,,,13
14,夏季白色牛仔短裤女高腰排扣宽松学生破洞毛边阔腿裤弹力显瘦热裤 价格：168,简芭朵旗舰店,951,-0.1732,174,//jianbaduo.tmall.com,5,4,5,10,10,14,14
15,高腰牛仔裤女九分裤秋装2017春夏季新款韩版显瘦小脚长裤铅笔裤子 价格：128,爱斯麦乐驹专卖店,933,0.1647,161,//aisimylj.tmall.com,24,30,25,31,34,31,15
16,hizz邹邹小个子薄款浅色破洞牛仔裤女高腰显瘦九分裤韩版小脚裤子 价格：179,HiZZ 邹邹 小个子定制女装,883,0,380,//zouzouhizz.taobao.com,,,,,,,16
17,白色牛仔短裤女2017夏天新款韩版学生百搭热裤高腰毛边破洞超短裤 价格：298,遇知旗舰店,868,-0.2168,169,//yuzhifs.tmall.com,19,16,11,12,11,15,17
18,2017新款韩版学生高腰破洞毛边黑色牛仔短裤女夏季宽松阔腿热裤子 价格：98,布俏旗舰店,866,-0.067,172,//buqiao.tmall.com,13,13,15,17,18,19,18
19,春夏季薄款bf风韩版浅色破洞牛仔裤女高腰宽松显瘦九分裤哈伦裤子 价格：199,flavie服饰旗舰店,863,0.1801,176,//flaviefs.tmall.com,59,68,67,72,38,35,19
20,高腰牛仔短裤女夏2017新款韩版宽松阔腿裤卷边A字热裤学生超短裤 价格：189,知讯旗舰店,859,-0.0074,201,//zhixun.tmall.com,8,12,14,15,14,26,20
21,韩版高腰阔腿牛仔裤2017新款宽松显瘦九分裤百搭开叉喇叭阔腿裤 价格：79,等枫来旗舰店,850,0.0735,157,//waitformaple.tmall.com,42,38,39,33,23,30,21
22,毛边牛仔短裤女夏2017新款高腰韩版白色阔腿胖mm宽松大码a字热裤 价格：98,欣嘉霓旗舰店,821,-0.0992,208,//xinjiani.tmall.com,15,15,13,18,21,22,22
23,白色破洞高腰牛仔短裤女夏季2017新款韩版百搭宽松阔腿大码热裤 价格：59,宝琳娜服饰,810,-0.0381,179,//caichanv.taobao.com,35,27,27,35,25,29,23
24,郑予洁秋季新款舒适毛边铅笔裤休闲弹力修身显瘦直筒牛仔裤女长裤 价格：169,ASA郑予洁,791,0,206,//zhengyujie.taobao.com,,,,,,,24
25,高腰牛仔短裤女夏季2017新款潮韩版a字宽松百搭卷边阔腿显瘦热裤 价格：58,初牛旗舰店,780,-0.1204,167,//chuniu.tmall.com,12,14,12,13,15,24,25
26,牛仔短裤女夏高腰宽松弹力热裤夏季女2017新款韩版a字学生阔腿裤 价格：88,卡帛莉旗舰店,776,-0.1578,177,//kaboli.tmall.com,17,17,17,19,13,20,26
27,夏装女装韩版高腰显瘦破洞灰色牛仔裤宽松阔腿裤毛边缺口短裤学生 价格：29.88,可可里小姐,775,-0.0852,178,//misskkl.taobao.com,6,9,18,21,20,28,27
28,高腰牛仔裤女九分裤春夏季2017新款韩版破洞铅笔裤黑色小脚长裤子 价格：99,本真之美旗舰店,754,0.2308,151,//benzhenzhimei.tmall.com,109,98,118,89,43,46,28
29,8.8日直播 经典返场 丝袜牛仔裤 【会员日专享】限1天 价格：109,猴哥定制 MONKEY STUDIO,750,0,393,//leoshizizuo.taobao.com,,,,,,,29
30,森马牛仔裤女 长裤夏装修身小脚显瘦百搭水洗直筒裤子学生韩版潮 价格：179,森马官方旗舰店,750,0,253,//semir.tmall.com,,,,,,,30
31,白色毛边牛仔短裤女夏2017新款韩版阔腿宽松显瘦高腰大码热裤学生 价格：96,artinside旗舰店,748,-0.1451,184,//artinside.tmall.com,194,195,231,122,30,25,31
32,Nice people 2017秋季新款 70年代风阔腿水洗牛仔裤女 价格：239,Nice People,721,0,335,//boomtime.taobao.com,,,,,,,32
33,牛仔短裤春季女2017新款韩版夏宽松学生高腰阔腿热裤子破洞bf百搭 价格：19,小新家 每天上新,719,0.0427,171,//bmmmmyd.taobao.com,16,19,36,30,32,42,33
34,短裤女夏2017新款韩版春季高腰修身显瘦学生百搭毛边破洞白色牛仔 价格：99,梦希曼旗舰店,711,-0.1651,177,//mengximan.tmall.com,21,20,23,24,16,27,34
35,逆光韩版直筒毛边牛仔裤女夏2017新款宽松显瘦学生高腰九分裤子 价格：199,逆光女装,678,0,245,//neato.taobao.com,,,,,,,35
36,白色牛仔短裤女夏韩版2017新款a字超短裤裙宽松高腰大码阔腿热裤 价格：298,野田妹旗舰店,673,-0.108,171,//yetianmei.tmall.com,25,22,21,34,26,33,36
37,牛仔短裤女夏2017新款高腰流行韩版百搭宽松学生显瘦白色阔腿热裤 价格：298,淘牛世家旗舰店,667,-0.0861,182,//taoniushijia.tmall.com,10,10,19,25,27,37,37
38,高腰短裤牛仔女夏破洞2017新款韩版学生宽松阔腿毛边显瘦白色百搭 价格：39,丝洋旗舰店,646,-0.1271,201,//siyangfs.tmall.com,43,36,38,38,22,34,38
39,白色破洞高腰牛仔短裤女夏2017新款韩版百搭宽松学生大码胖mm热裤 价格：130,雅姿娘 YZN原创定制,631,0.031,186,//shop110314560.taobao.com,20,26,24,36,40,47,39
40,牛仔短裤女夏韩版高腰宽松破洞百搭裤子大码显瘦热裤2017夏季新款 价格：88,爱梦缘旗舰店,622,-0.2056,204,//aimengyuan.tmall.com,49,48,50,44,31,32,40
41,春夏季薄款破洞牛仔裤女高腰宽松显瘦乞丐九分裤女小脚哈伦裤烂潮 价格：218,尚琛旗舰店,618,0.0403,155,//shangchenfs.tmall.com,75,67,89,113,60,50,41
42,毛边牛仔短裤女夏2017新款高腰韩版白色阔腿胖mm宽松大码a字热裤 价格：98,欣嘉霓旗舰店,615,-0.1508,204,//xinjiani.tmall.com,36,34,31,29,24,36,42
43,夏季学生白色弹力破洞牛仔短裤女毛边大码韩版潮宽松显瘦阔腿热裤 价格：308,attainluxury奢臻旗舰店,610,-0.0735,219,//shezhen.tmall.com,40,37,32,42,35,43,43
44,牛仔裤女2017春夏季新款流苏学生韩版bf哈伦裤休闲裤子高腰九分裤 价格：298,皇袍旗舰店,582,0.0313,115,//huangpao.tmall.com,441,278,86,69,56,54,44
45,高腰牛仔短裤女夏季2017新款韩版学生宽松翻边热裤百搭破洞超短裤 价格：108,书香谷旗舰店,576,-0.1955,163,//shuxianggu.tmall.com,118,125,123,112,37,39,45
46,高腰牛仔裤女修身显瘦新款九分裤百搭个性2017春装韩版小脚裤子潮 价格：169,ledao服饰旗舰店,574,75.7775,215,//ledaofs.tmall.com,174,418,,,,,46
47,2017春夏季新款韩版浅色破洞牛仔裤女高腰宽松显瘦九分裤哈伦裤子 价格：69,attainluxury奢臻旗舰店,530,0.0186,169,//shezhen.tmall.com,47,78,65,61,46,65,47
48,自制 夏季百搭阔腿裤女宽松磨白休闲裤基础简约牛仔裤撕边九分裤 价格：79.9,馨帮帮sinbounboun,529,0,237,//sinbounboun.taobao.com,,,,,,,48
49,夏装浅色毛边牛仔裤宽松高腰牛仔阔腿裤女夏2017新款薄款九分裤子 价格：112.48,Dreamyshow梦梦家女装,523,-0.0002,102,//dreamy.taobao.com,119,92,40,98,80,62,49
50,2017百搭新款破洞牛仔短裤女夏季弹力热裤学生显瘦韩版毛边短裤潮 价格：78,《韩美》,520,0.1162,212,//shop112753329.taobao.com,44,52,53,51,47,73,50
51,夏装女装韩版高腰阔腿裤宽松显瘦毛边缺口白色牛仔裤短裤学生热裤 价格：29.98,可可里小姐,519,-0.061,163,//misskkl.taobao.com,26,28,33,41,48,57,51
52,2017新款韩版时尚百搭a字宽松高腰牛仔短裤裙女夏显瘦薄阔腿热裤 价格：99,初牛旗舰店,516,-0.0364,196,//chuniu.tmall.com,28,25,30,40,39,60,52
53,镇店之宝！2017韩版百搭卷边弹力高腰浅色纯色修身牛仔短裤女裤 价格：69,hello丑八怪,515,-0.1113,149,//hellochoubaguai.taobao.com,22,23,34,37,36,51,53
54,夏装新款韩版浅色高腰破洞牛仔裤女宽松显瘦九分裤学生薄款阔腿裤 价格：89,锦尚潮流馆,514,-0.0154,91,//shop111117273.taobao.com,65,43,45,56,79,63,54
55,新款高腰黑色显瘦卷边牛仔裤女韩版春夏季百搭女士九分铅笔小脚裤 价格：198,绒懿旗舰店,509,-0.1549,168,//rongyinvzhuang.tmall.com,57,53,43,57,57,49,55
56,超高腰牛仔短裤女夏2017新款韩版宽松大码原宿港味复古chic风裤子 价格：65,猴哥定制 MONKEY STUDIO,506,-0.1556,120,//leoshizizuo.taobao.com,18,24,28,28,33,48,56
57,逸阳女裤牛仔短裤女夏时尚破洞毛边开叉a字韩版宽松阔腿薄款0268 价格：129,逸阳旗舰店,504,0,244,//esey.tmall.com,,,,,,,57
58,牛仔短裤女夏2017新款高腰流行韩版宽松学生百搭显瘦毛边白色热裤 价格：298,爱衣频道旗舰店,500,-0.1276,200,//aiyipindao.tmall.com,58,66,63,85,52,53,58
59,女装夏装新款韩版复古纯色高腰休闲阔腿裤显瘦女牛仔裤子喇叭长裤 价格：59,MISS LUCY露西家女装 每日上新,499,0.1698,125,//misslucy.taobao.com,155,154,103,97,100,79,59
60,超短裤女夏季韩版宽松百搭毛边高腰显瘦阔腿学生破洞牛仔裤热裤潮 价格：19.98,HL哈喽妹妹,494,-0.1156,190,//shop60887728.taobao.com,41,47,49,60,58,58,60
61,陈艾佳 C&#39;est Parti 2017秋新款韩版高腰显瘦黑色铅笔牛仔裤女 价格：179,C est Parti陈艾佳的时髦实验室,491,0,318,//cestparti.taobao.com,,,,,,,61
62,小宜定制YESWOMEN微喇叭不规则2017秋季新款毛边牛仔修身九分裤子 价格：129.99,YESWOMEN 小宜定制,477,-0.9396,162,//yeswomen2010.taobao.com,,,,,,2,62
63,牛仔短裤女夏白色2017新款高腰韩版宽松大码显瘦胖mm学生百搭热裤 价格：108,迈可思旗舰店,472,-0.1465,126,//maikesi.tmall.com,31,42,41,52,49,56,63
64,韩版高腰牛仔裤女小脚长裤春夏季2017新款紧身显瘦学生薄款九分裤 价格：169,依情蜜语,470,-0.0091,158,//pwp1.taobao.com,83,72,70,83,86,69,64
65,阔腿牛仔裤女夏九分裤2017新款韩版宽松高腰港味bf风开叉直筒裤子 价格：89,港鹏服饰专营店,467,0.3081,159,//gangpengfs.tmall.com,,,,274,121,105,65
66,「卢洁云」CARIEDO2017新款夏直筒牛仔裤女韩版阔腿裤牛仔背带裤 价格：199,CARIEDO STUDIO,465,0.0087,61,//tm-tm.taobao.com,202,212,99,77,82,74,66
67,蜜妃儿2017夏季新款女装韩版高腰牛仔短裤女夏热裤显瘦不规则下摆 价格：116,蜜妃儿旗舰店,464,-0.114,134,//mifeier.tmall.com,87,80,69,54,55,64,67
68,2017韩版新款大码胖mm毛边绑带高腰牛仔短裤女夏宽松显瘦阔腿热裤 价格：99,胖MM大购物,453,-0.0958,202,//shop110089612.taobao.com,14,29,35,43,44,67,68
69,夏季薄款浅蓝色高腰破洞牛仔裤女九分裤紧身小脚裤弹力毛边铅笔裤 价格：128,以耶旗舰店,452,-0.0513,116,//yiye.tmall.com,153,149,128,106,84,71,69
70,高腰牛仔短裤女夏装胖mm宽松200斤加肥加大码显瘦阔腿破洞a字热裤 价格：99,胖MM大购物,449,-0.1105,201,//shop110089612.taobao.com,34,31,42,50,71,68,70
71,超短裤女夏季韩版宽松百搭毛边高腰显瘦阔腿学生破洞牛仔裤热裤潮 价格：19.9,苏菲家潮人馆,443,-0.2293,167,//sfqueen.taobao.com,45,40,46,49,51,55,71
72,毛边牛仔短裤女夏2017新款宽松学生百搭高腰阔腿裤休闲a字热裤潮 价格：78,8号仓服饰旗舰店,439,-0.0738,160,//bahaocang.tmall.com,73,61,26,27,29,72,72
73,裤脚内开叉渐变层次感  小宽松九分显瘦显高休闲时尚牛仔裤女 价格：79,螃蟹巷72号时尚女装,433,0.154,85,//peggy-cheung.taobao.com,68,84,73,102,88,96,73
74,2017夏季新款韩版宽松背带牛仔裤女装百搭吊带休闲裤气质九分裤子 价格：111,小谷粒女装 YESIAMXIAOG,424,0.0168,96,//xiaoguli.taobao.com,61,55,77,86,101,84,74
75,2017新款韩版高腰显瘦宽松破洞毛边白色牛仔短裤女夏季百搭学生 价格：69.9,维娓,421,0.2624,264,//shop159514176.taobao.com,180,132,95,93,96,119,75
76,牛仔短裤女夏装新款韩版高腰宽松显瘦侧开叉毛边阔腿裤学生热裤潮 价格：24,小新家 每天上新,412,-0.2196,144,//bmmmmyd.taobao.com,51,54,44,59,45,59,76
77,破洞牛仔裤女九分哈伦裤2017春夏季新款韩版高腰宽松直筒长裤子潮 价格：128,牛言非羽旗舰店,408,-0.0145,147,//niuyanfeiyu.tmall.com,78,87,104,110,77,85,77
78,2017春夏新款韩版高腰不规则毛边白色牛仔短裤女学生个性热裤子女 价格：110,圣妮儿旗舰店,405,-0.0647,148,//shengnier.tmall.com,62,64,61,74,64,77,78
79,2017大码a字牛仔短裤女夏新款韩版百搭高腰宽松破洞胖mm阔腿热裤 价格：129,尚兰奴旗舰店,395,-0.601,142,//shanglannu.tmall.com,63,75,74,84,41,17,79
80,林珊珊 2017新款夏韩版高腰黑色复古显瘦九分牛仔微喇叭裤女潮 价格：139,林珊珊 Sunny33小超人,394,-0.9512,115,//superman33.taobao.com,,,,,,1,80
81,夏季薄款bf风韩版破洞牛仔裤女9分高腰宽松显瘦九分裤哈伦裤子 价格：118,乐诗朵旗舰店,394,0.062,148,//leshiduo.tmall.com,247,333,214,78,75,97,81
82,高腰牛仔短裤女夏2017新款宽松显瘦a字短裤阔腿裤大码热裤女韩版 价格：99,左岸偌安旗舰店,394,-0.0155,149,//zuoanruoan.tmall.com,23,44,57,53,78,90,82
83,2017夏新款闪光少女李冰冰同款高腰带宽松牛仔裤纸袋裤花苞长裤子 价格：129.3,见见家私服,393,0.1805,65,//shop107103640.taobao.com,379,222,226,219,133,116,83
84,自制韩国纯色高腰阔腿裤夏季chic宽松牛仔裤休闲裤九分裤女裤潮 价格：78,馨帮帮sinbounboun,389,0,160,//sinbounboun.taobao.com,,,,,,,84
85,牛仔超短裤女士春夏季2017新款韩版学生毛边百搭薄款热裤大码胖mm 价格：98,开阔服饰旗舰店,388,0.0198,192,//kaikuo.tmall.com,,,64,82,62,94,85
86,韩版新款女装牛仔裤女显瘦高腰休闲牛仔短裤女夏季百搭破洞热裤潮 价格：13.88,壹号人家女装批发,386,-0.0359,188,//shop105092960.taobao.com,71,57,55,73,94,93,86
87,2017夏季新款韩版百搭牛仔超短裤高腰a字宽松显瘦阔腿热裤女学生 价格：32.8,三角衣柜,386,-0.061,141,//sanjiaoyigui.taobao.com,37,39,52,67,73,86,87
88,2017薄款春夏九分牛仔裤女高腰显瘦破洞小脚裤学生9分哈伦裤直筒 价格：98,汉森鸟旗舰店,385,0.0529,151,//hansenniao.tmall.com,242,245,112,107,83,99,88
89,2条装】破洞牛仔裤女夏2017新款韩版显瘦高腰小脚铅笔黑色九分裤 价格：299,香舒婷旗舰店,383,0.017,170,//xiangshuting.tmall.com,,,190,129,92,75,89
90,2017春夏季新款破洞牛仔裤女九分裤秋装韩版宽松烂乞丐小脚哈伦裤 价格：189,风恬旗舰店,381,0.2186,121,//fengtianfs.tmall.com,138,133,125,202,136,130,90
91,双面重工刺绣绣花破洞牛仔裤女九分韩版潮花朵民族风高腰男友bf风 价格：140,妙玉裳旗舰店,379,34.5148,90,//miaoyushang.tmall.com,,,,,,,91
92,破洞九分牛仔裤女春夏季2017新款潮韩版百搭学生显瘦高腰黑色裤子 价格：1,980,爱衣频道旗舰店,379,0.02,174,//aiyipindao.tmall.com,67,74,79,80,87,98,92
93,牛仔裤女夏2017新款韩版显瘦破洞女生宽松哈伦BF风直筒九分裤子潮 价格：299,慕汀服饰旗舰店,378,-0.0429,177,//merrytess.tmall.com,,,80,65,90,92,93
94,2017女装夏季新款翻边热裤女休闲破洞牛仔背带裤水洗磨白吊带短裤 价格：328,精品女装城,376,98.3078,99,//shop128575813.taobao.com,,,,,,,94
95,牛仔短裤女夏中腰弹力翻边破洞毛边大码韩版修身显瘦学生短裤女夏 价格：108,摩狮顿旗舰店,373,-0.1139,173,//moshidun.tmall.com,69,60,54,75,65,80,95
96,阔腿牛仔裤女2017新品气质淑女宽松秋季潮流脚口毛边九分裤女时尚 价格：108,摩西大大女装馆,372,-0.4077,332,//morsee.taobao.com,39,437,,,,45,96
97,牛仔短裤女2017夏季新款韩版破洞高腰显瘦超短裤学生百搭宽松热裤 价格：98,快叫邱霸霸,368,0.0052,225,//chaohandushi.taobao.com,79,63,85,66,81,100,97
98,牛仔短裤女夏韩版大码胖mm松紧腰五分裤2017新款宽松高腰阔腿热裤 价格：168,stylegoodyou旗舰店,368,-0.1301,183,//stylegoodyou.tmall.com,46,35,48,63,63,81,98
99,春夏款韩版九分破洞高腰牛仔裤女学生弹力小脚紧身显瘦铅笔长裤子 价格：68,GMCJ 国民潮姐,363,0.0734,170,//shop107728152.taobao.com,85,97,94,114,113,114,99
100,欧洲站夏装女2017新款女装欧货潮休闲宽松破洞哈伦小脚背带牛仔裤 价格：279,Quees美衣店,359,0.5982,70,//shop103745974.taobao.com,388,323,311,385,194,185,100
101,初牛2017夏季新款牛仔短裤女中腰弹力显瘦学生韩版休闲宽松热裤潮 价格：198,初牛旗舰店,357,-0.1012,173,//chuniu.tmall.com,84,82,76,91,67,91,101
102,韩版新款高腰破洞牛仔短裤女夏胖mm大码阔腿裤显瘦性感毛边热裤潮 价格：79,喜登米莱旗舰店,355,-0.1941,220,//xidengmilai.tmall.com,76,83,72,94,61,76,102
103,8.7【新品特惠】韩版修身破洞侧边喇叭裤牛仔裤女 价格：260,YANGQIBEAUTY,354,-0.5035,204,//yangqidaxiaojie.taobao.com,,,,,,40,103
104,牛仔短裤女夏季学生白色破洞毛边韩版宽松超短裤大码高腰阔腿热裤 价格：100,罗塔依曼旗舰店,352,-0.1473,208,//luotayiman.tmall.com,64,69,78,90,68,83,104
105,夏季韩版女装高腰显瘦毛边牛仔短裤宽松百搭牛仔裤阔腿裤学生热裤 价格：31,梦露日记时尚女装,351,0.0249,182,//mengluriji.taobao.com,97,107,114,116,103,110,105
106,夏季韩版chic风高弹绑带牛仔裤九分裤女开叉抽绳修身小脚铅笔裤潮 价格：47.8,QGZ七公主女装,348,-0.0207,67,//7gongzhu-fashion.taobao.com,405,240,186,170,120,108,106
107,韩国高腰毛边牛仔裤女阔腿裤夏季2017不规则撕边磨白九分裤休闲裤 价格：78,馨帮帮sinbounboun,346,0,185,//sinbounboun.taobao.com,,,,,,,107
108,2017春夏新款韩版牛仔短裤女裙裤浅蓝色裤裙半身裙女短裙女热裤子 价格：129,雅姿碧旗舰店,345,0.1674,122,//yazibi.tmall.com,496,,476,369,321,145,108
109,MOSS定制2017秋季新款韩版破洞浅色铅笔裤九分牛仔裤女AD73249 价格：139,榴莲家 MOSS STUDIO,341,3.368,249,//liulianjia.taobao.com,,,,,,,109
110,CHIC2017夏季新款复古高腰显瘦阔腿翻边卷边黑色牛仔短裤女装热裤 价格：148,简卡奴旗舰店,340,-0.1646,158,//jiankanu.tmall.com,91,104,90,99,95,89,110
111,太平鸟女装2017夏装新款时尚贴布毛边牛仔短裤女拼接牛仔直筒裤女 价格：329,太平鸟官方旗舰店,339,10.0412,171,//pb89.tmall.com,,,,,,,111
112,牛仔裤女九分薄款2017新款夏季松紧腰宽松韩版bf风阔腿开叉直筒裤 价格：169,fairsoodi淑女笛旗舰店,338,0.6478,183,//shunvdi.tmall.com,,,,,,211,112
113,毛边高腰短裤牛仔夏女韩版学生宽松阔腿热裤显瘦2017新款短裤白色 价格：168,纪悦旗舰店,337,-0.1832,181,//jiyuenvzhuang.tmall.com,56,50,68,62,69,87,113
114,显瘦牛仔裤女九分裤2017春夏季新款修身裤子女弹力小脚裤长裤秋季 价格：289,和雨熙服饰旗舰店,337,0.2314,78,//heyuxi.tmall.com,,,339,234,99,146,114
115,自制韩国chic复古百搭牛仔裤撕边磨白阔腿裤高腰休闲裤女做旧短裤 价格：68,馨帮帮sinbounboun,336,0,199,//sinbounboun.taobao.com,,,,,,,115
116,高腰牛仔短裤女夏季弹力白色A字破洞卷边韩版宽松大码阔腿热裤潮 价格：79,艾莲奴旗舰店,336,-0.0808,162,//ailiannu.tmall.com,74,76,82,81,93,102,116
117,烟灰色高腰九分牛仔裤女2017秋夏季新款简约修身显瘦小脚铅笔长裤 价格：74,第四十九天 49t,336,-0.0073,150,//shop136501012.taobao.com,117,151,151,136,109,115,117
118,自制chic韩国做旧磨白牛仔裤高腰破洞小宽松休闲裤撕边显瘦九分裤 价格：79.9,馨帮帮sinbounboun,334,0,155,//sinbounboun.taobao.com,,,,,,,118
119,韩国ulzzang原宿风bf高腰水洗不规则毛边牛仔裤女宽松阔腿短裤女 价格：19.98,小公主家,334,0.0729,159,//xgzj.taobao.com,107,110,87,101,98,125,119
120,VeroModa复古高腰极简修身版型小脚牛仔裤女|316349506 价格：379,veromoda官方旗舰店,334,0,167,//veromoda.tmall.com,485,423,,,,,120
121,2017夏装新款宽松牛仔短裤女学生韩版百搭a字热裤显瘦毛边阔腿裤 价格：85,雅莉派时尚女装,332,-0.2192,140,//jiajufutaozhuang.taobao.com,55,51,56,68,59,78,121
122,ONLY2017夏新棉弹面料修身小脚九分牛仔裤女|117249523 价格：399,ONLY官方旗舰店,331,0,163,//only.tmall.com,,,,,,,122
123,自制2017韩国chic撕边牛仔裤女夏季高腰百搭磨白阔腿裤长裤休闲裤 价格：79.9,馨帮帮sinbounboun,328,0,145,//sinbounboun.taobao.com,,,,,,,123
124,2017夏季新款高腰破洞毛边牛仔短裤女韩版百搭学生宽松显廋热裤潮 价格：110,千衣百酷旗舰店,326,-0.0968,132,//qianyibaiku.tmall.com,105,73,83,70,74,104,124
125,太平鸟女装2017夏装新款时尚毛边牛仔短裤女简约百搭牛仔直筒裤女 价格：369,太平鸟官方旗舰店,323,13.7277,131,//pb89.tmall.com,,,,,,,125
126,春夏季新款宽松牛仔裤女九分裤阔腿裤高腰大码显瘦毛边直筒裤学生 价格：109,阿朵蔓旗舰店,322,0.3964,114,//aduoman.tmall.com,222,197,203,167,140,176,126
127,预售太平鸟女装2017秋装新款纯色高腰牛仔裤女休闲时尚长裤铅笔裤 价格：429,太平鸟官方旗舰店,320,72.2829,254,//pb89.tmall.com,,,,,,,127
128,韩版春夏季黑色牛仔裤女九分裤小脚弹力显瘦修身学生高腰牛仔长裤 价格：259,尚琛旗舰店,320,0.1107,118,//shangchenfs.tmall.com,231,266,259,305,166,134,128
129,牛仔短裤女夏白色2017新款高腰韩版宽松大码显瘦胖mm学生百搭热裤 价格：128,耀世旗靓店,319,0.5637,138,//shop103722148.taobao.com,27,32,37,46,53,212,129
130,太平鸟女装2017秋装新款直筒水洗牛仔八分裤女 百搭阔脚裤长裤女 价格：399,太平鸟官方旗舰店,314,310.5351,232,//pb89.tmall.com,,,,,,,130
131,当天特立减10元！版型好上天！超显瘦！喇叭裤牛仔裤女2A3R505 价格：178,戎朵朵高级定制,314,0,654,//a-butterfly.taobao.com,,,,,,,131
132,夏季高腰破洞微喇叭牛仔裤女九分裤毛边显瘦阔腿八分直筒喇叭裤秋 价格：108,赫度旗舰店,313,0.1849,104,//hedunz.tmall.com,232,220,201,140,155,149,132
133,cheeseY 牛仔短裤女夏2017新款韩版学生热裤毛边bf宽松高腰超短裤 价格：178,cheeseY studio 芝柚定制,312,0.6497,135,//cheesey.taobao.com,106,120,184,198,192,259,133
134,破洞牛仔裤女2017春夏季新款高腰宽松九分裤休闲百搭乞丐哈伦裤子 价格：136,flavie服饰旗舰店,311,-0.0576,174,//flaviefs.tmall.com,,,60,47,85,117,134
135,妖精的口袋B脑洞大开秋装2017新款宽松直筒翻边背带牛仔裤女预 价格：299,妖精的口袋旗舰店,302,0,134,//yaojingdekoudai.tmall.com,,,,,,,135
136,高腰牛仔短裤女夏白色百搭宽松学生韩版显瘦破洞牛仔短裤女热裤潮 价格：109,尚琛旗舰店,301,-0.0032,158,//shangchenfs.tmall.com,139,138,135,137,106,129,136
137,黑色膝盖破洞牛仔裤女乞丐九分裤夏高腰显瘦弹力紧身小脚裤薄款潮 价格：89,依沐蓝旗舰店,300,-0.0823,132,//yimulan.tmall.com,359,215,211,207,159,120,137
138,破洞牛仔裤女宽松九分裤韩版休闲哈伦裤女裤子学生春夏季2017新款 价格：139,flavie服饰旗舰店,297,0.0029,171,//flaviefs.tmall.com,252,280,120,139,118,138,138
139,238B 0808品质 型超正的经典实穿高腰修身显瘦及踝弹性牛仔小脚裤 价格：69.99,掏宝坊自主品牌店 千枫若爱  掏宝坊 掏宝房,296,0,221,//shop35695024.taobao.com,,,,,,,139
140,高腰破洞灰色毛边牛仔短裤女个性学生宽松阔腿热裤子女2017夏新款 价格：110,圣妮儿旗舰店,295,-0.0261,155,//shengnier.tmall.com,170,218,144,96,112,133,140
141,白色牛仔短裤女夏2017新款高腰破洞修身显瘦韩版毛边百搭阔腿裤 价格：158,彩依恋旗舰店,294,-0.106,126,//caiyilian.tmall.com,82,89,88,95,102,118,141
142,zuomo236629款欧洲站夏款显瘦破洞牛仔短裤高腰水洗不规则女裤子 价格：68.9,上帝的 宠儿,291,-0.1536,119,//shop105941228.taobao.com,100,109,92,88,91,113,142
